sinonom_char,am_han_viet,all_readings
旺,vượng,vượng
旻,mân,mân
旼,mân,mân
昀,quân,quân
昂,ngang,ngang
昃,trắc,trắc
昄,bản,bản
昆,con,con côn
昇,thăng,thăng
昉,phưởng,phưởng
昊,hạo,hạo
昌,xương,xương
明,minh,minh
昏,hôn,hôn mẫn
易,dịch,dịch dị
昔,tích,tích thác thố tịch
昕,hân,hân
昙,đàm,đàm
昛,cữ,cữ
昜,dương,dương
昝,tảm,tảm
昞,bính,bính bỉnh
星,tinh,tinh
映,ánh,ánh
昡,huyễn,huyễn
昤,phân,phân
春,xuân,xuân
昧,muội,muội mạt
昨,tạc,tạc
昪,biện,biện
昫,hu,hu hú
昬,hôn,hôn
昭,chiêu,chiêu thiều
是,thị,thị
昰,giạ,giạ hạ thị
昱,dục,dục
昳,diễm,diễm dật điệt
昴,mão,mão
昵,chức,chức nật nặc nễ
昶,sướng,sướng sưởng
昷,ôn,ôn
昺,bính,bính bỉnh
昻,ngang,ngang
昼,trú,trú
昽,lung,lung
显,hiển,hiển
昿,khóang,khóang
晁,triều,triều trào
時,thì,thì thời
晃,quáng,quáng hòang hỏang
晄,hóang,hóang hỏang hoáng
晅,huyên,huyên
晉,tấn,tấn
晋,tấn,tấn
晌,hướng,hướng thưởng
晏,yến,yến án
晒,sái,sái
晓,hẻo,hẻo
晔,diệp,diệp
晕,vừng,vừng
晖,huy,huy
晗,hàm,hàm
晚,vãn,vãn
晛,hiện,hiện
晜,côn,côn
晝,trú,trú
晞,hi,hi hy
晟,thạnh,thạnh thịnh
晡,bô,bô
晢,triết,triết
晤,cữ,cữ ngộ
晥,hòan,hòan
晦,hổi,hổi hối
晧,hạo,hạo
晨,thần,thần
晩,vãn,vãn
晬,tối,tối
普,phổ,phổ
景,cảnh,cảnh ảnh
晰,tích,tích
晳,chế,chế triết tích
晴,tạnh,tạnh tình
晶,tinh,tinh
晷,qũy,qũy
智,trí,trí
晾,cảnh,cảnh lượng
暁,hiểu,hiểu
暂,tạm,tạm
暄,huyên,huyên
暇,hạ,hạ xuyết
暈,vừng,vừng vận vựng
暉,huy,huy
暋,mân,mân mẫn
暌,khuê,khuê
暍,hát,hát yết
暎,ánh,ánh
暐,vĩ,vĩ
暑,thử,thử
暖,huyên,huyên nõan
暗,ám,ám âm
暘,dương,dương
暝,minh,minh mính mịnh
暠,cảo,cảo hạo
暢,sướng,sướng
暦,lịch,lịch
暧,áy,áy
暨,kị,kị
暫,tạm,tạm
暮,mộ,mộ
暱,nật,nật nặc
暲,chương,chương
暴,bạo,bạo bão bộc
暵,hán,hán
暸,liêu,liêu liệu
暹,xiêm,xiêm tiêm
暻,ảnh,ảnh cảnh
暾,thôn,thôn đôn
曀,ế,ế ê ý
曁,kị,kị kỵ
曄,diệp,diệp
曆,lịch,lịch
曇,đàm,đàm
曈,đồng,đồng
曉,hẻo,hẻo hiểu
曏,hướng,hướng hưởng
曖,áy,áy ái
曙,thự,thự
曚,mồng,mồng mông
曛,huân,huân
曜,diệu,diệu
曝,bộc,bộc
曠,khỏang,khỏang khóang khoảng
曡,điệp,điệp
曥,trưa,trưa
曦,hi,hi hy
曨,lung,lung lông
曩,nán,nán nãng nẵng
曬,sái,sái
曰,viết,viết
曲,khúc,khúc
曳,dấy,dấy duệ
更,canh,canh cành cánh ngạnh
曵,duệ,duệ
曷,hạt,hạt át
書,thư,thư
曹,tào,tào
曼,man,man mạn
曽,tằng,tằng
曾,tằng,tằng tăng
替,thế,thế
最,tối,tối
朁,thảm,thảm
會,hội,hội cối
朅,khiết,khiết
月,nguyệt,nguyệt tháng
有,hữu,hữu dựu hựu
朋,bằng,bằng
服,phục,phục
朏,xóet,xóet phỉ xoét
朐,cu,cu
朓,thiêu,thiêu thiểm thiểu
朔,sóc,sóc
朕,trẫm,trẫm
朖,lãng,lãng
朗,lãng,lãng
朙,minh,minh
望,vọng,vọng
朝,triều,triều triêu trào
朞,cơ,cơ ki ky kỳ
期,kì,kì cơ ki ky kỳ
朢,vọng,vọng
朦,mông,mông
朧,long,long lung lông
木,mộc,mộc cây
未,vị,vị mùi
末,mạt,mạt
本,bản,bản bôn bổn
札,trát,trát
朮,truật,truật
术,thuật,thuật
朱,cho,cho chu châu
朳,bát,bát
朴,phắc,phắc phu phác
朵,đóa,đóa đoá
朶,đóa,đóa đoá
朸,lực,lực
机,cơ,cơ ki ky kì kỷ
朽,hủ,hủ
朾,tranh,tranh
朿,thứ,thứ
杀,sát,sát
杂,tạp,tạp
权,quyền,quyền
杄,then,then
杅,vu,vu
杆,cơn,cơn can hãn
杇,ô,ô
杈,sá,sá xoa
杉,am,am sam
杌,ngột,ngột
李,lí,lí lý
杏,hạnh,hạnh
材,tài,tài
村,thôn,thôn
杓,chước,chước thược tiêu tróc
杕,đại,đại đà đệ
杖,trượng,trượng tráng
杙,dặc,dặc dực
杜,đỗ,đỗ
杝,di,di kỷ trĩ
杞,kỉ,kỉ kỷ
束,thút,thút thú thúc
杠,gông,gông cống giang
条,thiêu,thiêu điêu điều
杣,sơn,sơn
来,lai,lai lãi
杧,mang,mang
杨,dương,dương
杪,diểu,diểu miểu
杭,hàng,hàng
杮,phế,phế
杯,bôi,bôi
杰,kiệt,kiệt
東,đang,đang đông
杲,cảo,cảo
杳,diểu,diểu liểu liễu yểu
杴,hân,hân
杵,ngỏ,ngỏ chử xử
杶,đòn,đòn chuân suân
杷,ba,ba bà bá
杸,thù,thù
杺,tăm,tăm
杻,nữu,nữu sứu sửu
杼,thư,thư thữ thự trữ
松,tùng,tùng tung tông
板,ván,ván bản
极,cấp,cấp cập cực kiệp
构,cấu,cấu
枅,bình,bình kiên kê phanh
枇,tì,tì tỳ
枉,uổng,uổng
枋,bính,bính phương
枌,phần,phần
枏,nam,nam nêm
析,tích,tích
枒,nha,nha nhạ
枓,rẫu,rẫu chủ đấu đẩu
枕,chẳm,chẳm chấm chẩm
林,lâm,lâm
枘,nhuế,nhuế
枚,mai,mai
枛,trảu,trảu
果,quả,quả
枝,chi,chi kì kỳ
枞,tung,tung
枠,hoa,hoa
枢,xu,xu
枣,táo,táo
枥,lịch,lịch
枦,lô,lô
枧,kiển,kiển
枨,trường,trường
枩,tùng,tùng
枪,thương,thương
枫,phong,phong
枬,nêm,nêm
枭,kiêu,kiêu
枮,sim,sim
枯,khô,khô
枰,bình,bình bính
枱,di,di
枲,tỉ,tỉ tỷ
枳,chỉ,chỉ
枴,quải,quải
枵,hèo,hèo hiêu
架,giá,giá
枷,da,da gia già giá
枸,cú,cú câu cẩu củ
枹,bao,bao phu phù
枻,duệ,duệ tiết
枼,diệp,diệp
枾,sĩ,sĩ
柁,xà,xà đà đả
柂,di,di đà
柃,rành,rành
柄,bính,bính
柅,ni,ni sí
柆,sập,sập lạp
柈,bàn,bàn bán
柉,mướp,mướp
柊,dông,dông chung
柎,phu,phu phụ phủ
柏,bách,bách bá
某,mỗ,mỗ
柑,cam,cam cùm kiềm
柒,thất,thất
染,nhuộm,nhuộm nhiễm
柔,nhu,nhu
柘,chá,chá chạ giá
柙,giáp,giáp hiệp
柚,dâu,dâu dữu trục
柜,cử,cử cự qũy cũi
柝,thác,thác
柞,sạ,sạ trách tạc
柠,ninh,ninh
柢,đế,đế để
柤,tra,tra trở
查,tra,tra
柧,cô,cô
柩,cữu,cữu
柪,ấu,ấu
柬,giản,giản
柮,đóa,đóa đốt
柯,kha,kha
柰,nại,nại
柱,trụ,trụ trú
柲,biết,biết
柳,liễu,liễu
柴,sài,sài si trại tái tý tứ
柵,san,san sách
柶,tê,tê tứ
柷,chúc,chúc
柹,sĩ,sĩ thị
査,tra,tra
柽,sanh,sanh
柾,cữu,cữu
柿,thị,thị sĩ
栀,chi,chi
栁,liễu,liễu
栂,mẫu,mẫu
栃,lệ,lệ
栄,vinh,vinh
栅,san,san
标,bêu,bêu
栈,sàn,sàn
栉,trất,trất
栊,trồng,trồng
栋,chống,chống
栌,lô,lô
栍,sanh,sanh
栎,lác,lác
栏,giàn,giàn
栐,vành,vành
树,thụ,thụ
栒,sọan,sọan
栓,thoen,thoen thuyên xuyên
栔,khế,khế
栖,thê,thê tây tê
栗,lặt,lặt lật lứt rất rật rứt sắt sật sựt trật
栘,đa,đa di
栛,lệ,lệ
栝,quát,quát thiến thiệm
栞,khan,khan san
栟,bôn,bôn kiên
校,chò,chò giâu hiệu giáo hào
栢,bứa,bứa bá bách
栩,hú,hú hủ
株,chò,chò chu châu
栭,nhi,nhi
栰,phạt,phạt phẹt
栱,củng,củng
栲,khảo,khảo
栳,lão,lão
栴,chiên,chiên
样,dạng,dạng
核,hạch,hạch hạt hồ
根,căn,căn
栻,thức,thức
格,cách,cách các
栽,tài,tài tải
栾,loan,loan
桀,kiệt,kiệt kiết
桁,hành,hành hàng hãng
桂,quế,quế
桃,đào,đào
桄,quang,quang quáng
桅,nguy,nguy ngôi
框,khuông,khuông
案,an,an án yên
桌,trác,trác chèo
桎,chuối,chuối chất trất
桐,thông,thông đồng
桑,tang,tang
桒,tang,tang
桓,hòan,hòan
桔,cát,cát kiết kết quất
桕,cữu,cữu
桙,mô,mô vu
桜,anh,anh
桟,chăn,chăn sạn trản trăn xiễn
桠,nha,nha
桡,kiêu,kiêu
桢,trính,trính
档,đáng,đáng đương
桤,khi,khi
桥,kiều,kiều
桦,hoa,hoa
桧,cối,cối
桨,tương,tương
桩,thung,thung
桪,giầm,giầm
桫,sa,sa
桮,bễ,bễ bôi
桯,doanh,doanh thinh
桲,vụt,vụt
桴,phu,phu phù
桶,thùng,thùng dõng dũng thũng
桷,dác,dác giác
桹,lang,lang
桼,tất,tất
桿,can,can hãn cơn
梁,lương,lương
梂,cầu,cầu
梃,đĩnh,đĩnh
梄,dửu,dửu
梅,mai,mai
梆,bương,bương bang
梇,róng,róng
梌,dừa,dừa
梍,tạo,tạo
梏,gáo,gáo cốc
梐,bẹ,bẹ bệ
梒,hòm,hòm
梓,tử,tử
梔,chi,chi
梖,vối,vối bái
梗,cánh,cánh cạnh ngạnh
梘,kiển,kiển
梛,nứa,nứa
梜,giáp,giáp hiệp kiệp sách
條,điều,điều thiêu điêu
梞,cậy,cậy
梟,kiêu,kiêu
梠,lữ,lữ
梡,khỏan,khỏan
梢,sao,sao tiêu
梣,rầm,rầm
梦,mông,mông mộng
梧,ngô,ngô ngộ
梨,lê,lê
梩,lái,lái tỷ
梬,sến,sến
梭,thoi,thoi thoa toa
梮,cọc,cọc cục
梯,thê,thê
械,giới,giới
梱,khốn,khốn khổn ngôn
梲,chuyết,chuyết thóat
梳,sơ,sơ
梴,siên,siên
梵,phạm,phạm phạn
梶,vả,vả
梹,biêng,biêng tân
梺,lộc,lộc
梼,đào,đào
检,ghém,ghém
棁,chuyết,chuyết
棂,ranh,ranh
棃,lê,lê
棄,khí,khí
棅,bính,bính
棆,suôn,suôn
棉,miên,miên
棊,kì,kì kỳ cời
棋,cời,cời ky kì kí ký kỳ
棍,côn,côn gon gòn hỗn
棐,phỉ,phỉ
棑,bài,bài
棒,vổng,vổng bổng
棓,bang,bang bạng bội
棕,tông,tông
棖,trường,trường tranh trành
棗,táo,táo tảo
棘,gấc,gấc cức
棚,bành,bành bằng
棜,ứ,ứ
棟,chống,chống đóng đống đúng gióng
棠,đường,đường
棡,cương,cương
棣,lệ,lệ thế đại đệ
棥,phàn,phàn phiền
棦,ranh,ranh
棧,sàn,sàn sạn sến chăn trăn trản xiễn
棨,khải,khải khể
棫,vực,vực
棬,khuyên,khuyên quyền quyển
森,chùm,chùm sâm
棯,nạm,nạm nhẫm
棰,duì,duì
棱,săng,săng lăng
棲,thê,thê tê
棳,chuyết,chuyết
棵,quả,quả khõa khỏa
棹,chèo,chèo trác trạo
棺,quan,quan quán
棻,phân,phân
棼,phần,phần
棿,nghê,nghê
椀,ỏan,ỏan uyển
椁,quách,quách quạch
椄,tiếp,tiếp
椅,kỷ,kỷ y ỷ
椇,gụ,gụ
椈,cúc,cúc
椊,chốt,chốt
椌,khoang,khoang không ỏan
植,thực,thực trĩ trị
椎,chòi,chòi chuy chùy trùy
椏,nha,nha
椑,bế,bế tích
椒,tiêu,tiêu
椓,trác,trác trạc
椚,mun,mun
椛,hoa,hoa
検,kiểm,kiểm
椟,độc,độc
椠,thiễm,thiễm
椢,guốc,guốc
椤,la,la
椥,tre,tre
椦,khuyên,khuyên quyền
椫,thiện,thiện
椭,thỏa,thỏa
椰,da,da gia
椳,ổi,ổi ôi
椴,đọan,đọan
椵,gia,gia giả
椶,tông,tông
椸,di,di
椹,châm,châm thầm thẩm thậm
椽,chuyên,chuyên triện
椿,thung,thung xuân
楂,sa,sa tra xay
楅,bức,bức phúc
楊,dương,dương
楎,huy,huy hồn
楓,phong,phong
楔,kiết,kiết tiết
楕,thỏa,thỏa
楗,kiển,kiển kiện
楙,mậu,mậu
楚,sở,sở
楛,gỗ,gỗ hộ khổ
楜,hồ,hồ
楝,luyện,luyện
楞,lăng,lăng săng
楠,nêm,nêm nam
楡,du,du
楢,giùa,giùa do du
楣,me,me mi my
楥,hõan,hõan huyên tuyên
楦,huyên,huyên tuyên
楨,trính,trính trinh
楩,tiện,tiện
楪,điệp,điệp
楫,tiếp,tiếp
楬,kiệt,kiệt kệ
業,nghiệp,nghiệp
楮,dó,dó chử
楯,thuẫn,thuẫn
楰,du,du
楱,táu,táu
楳,mõ,mõ kì mai
楴,ghế,ghế để
極,cực,cực
楷,giai,giai khải
楸,thu,thu
楹,doanh,doanh
楼,lâu,lâu lầu
楽,lạc,lạc
概,hị,hị khái
榄,lãm,lãm
榅,uấn,uấn
榇,quán,quán
榈,lư,lư
榎,giả,giả
榑,phù,phù
榔,lang,lang lăng trang
榕,dong,dong dung
榖,cốc,cốc
榘,củ,củ
榛,trân,trân trăn
榜,bàng,bàng báng bảng bãng bấng bẩng bẫng bứng bửng vảng
榡,tó,tó
榢,giá,giá
榥,hỏang,hỏang
榦,cán,cán hàn
榧,phỉ,phỉ
榨,trá,trá
榩,kiền,kiền
榫,chuẩn,chuẩn
榭,tạ,tạ
榮,vinh,vinh
榱,suôi,suôi suy
榲,uấn,uấn ôn ốt
榴,lựu,lựu lưu
榷,các,các giác
榻,tháp,tháp
榼,kháp,kháp khạp
榾,cột,cột cốt
榿,khi,khi
槀,cảo,cảo
槁,cau,cau cao cảo khao khảo
槃,bàn,bàn
槇,điên,điên
槈,nọc,nọc
槊,giáo,giáo sáo sóc
構,cấu,cấu
槌,duì,duì chùy trùy đôi
槍,thương,thương sang sanh
槎,xay,xay sà tra
槐,hòe,hòe hoè
槑,mai,mai
槒,súc,súc
槓,cổng,cổng cống
槔,cau,cau
槖,thác,thác
様,dạng,dạng
槙,điên,điên
槚,giả,giả
槛,hạm,hạm
槞,trồng,trồng long lung
槟,tân,tân
槠,chư,chư
槢,tập,tập
槣,ghế,ghế
槥,tuệ,tuệ
槧,thiễm,thiễm tiệm tạm
槨,quạch,quạch quách
槩,khái,khái
槪,hị,hị khái
槫,thuyên,thuyên
槭,sắc,sắc túc
槯,chuôi,chuôi
槱,dửu,dửu dữu
槲,hộc,hộc
槳,tương,tương tưởng
槶,guốc,guốc
槹,cao,cao
槻,quy,quy
槽,tàu,tàu tào
槾,mận,mận man
槿,cẩn,cẩn cận
樁,thung,thung chang trang
樂,lạc,lạc nhạc nhạo
樅,tung,tung
樊,phàn,phàn phiền
樋,thông,thông
樌,hóan,hóan quán quyền
樏,luy,luy
樐,lỗ,lỗ
樑,rường,rường lương
樒,mật,mật
樓,lầu,lầu lâu
樔,sào,sào tiễu
樗,vụ,vụ sư xư
標,bêu,bêu phiêu tiêu
樚,lộc,lộc
樛,cù,cù
樞,xu,xu
樟,chương,chương
樠,man,man
模,mô,mô
樢,điểu,điểu
樣,dạng,dạng
権,quyền,quyền
横,họanh,họanh hòanh quáng hoạnh
樯,tường,tường
樱,anh,anh
樲,nhị,nhị
樳,giầm,giầm tầm
樵,tiều,tiều
樶,chuối,chuối
樷,tùng,tùng
樸,phác,phác bốc
樹,thụ,thụ thọ
樺,hoa,hoa
樻,quĩ,quĩ
樽,tôn,tôn chôn
樾,vẹt,vẹt việt
樿,thiện,thiện
橄,cảm,cảm
橅,vồ,vồ mô
橆,mô,mô vô vu
橇,khiêu,khiêu tuyệt
橈,kiêu,kiêu nhiêu nạo
橉,săng,săng
橊,lựu,lựu
橋,kiều,kiều cao khiêu kiếu kiểu
橐,thác,thác
橓,thuấn,thuấn
橕,sanh,sanh xanh
橘,quất,quất
橙,chanh,chanh sập tranh đắng
橛,cột,cột quyết
橜,cột,cột
機,cơ,cơ ki ky
橡,tượng,tượng
橢,thỏa,thỏa đọa
橤,nhụy,nhụy nhị nhuỵ
橦,sàng,sàng tràng đồng
橧,tăng,tăng tằng
橫,hòanh,hòanh họanh quáng hoạnh
橬,trắm,trắm
橯,rào,rào
橱,trù,trù
橷,dâu,dâu
橹,lỗ,lỗ
橺,giàn,giàn
橼,duyên,duyên
橽,thớt,thớt
橿,cương,cương
檀,đàn,đàn
檁,bấm,bấm lẫm
檂,nòng,nòng
檄,hịch,hịch
檇,tuy,tuy
檉,sanh,sanh liễu
檊,gán,gán
檍,ức,ức
檎,cầm,cầm
檐,diêm,diêm thiềm
檑,rui,rui
檔,đáng,đáng đương
檗,bách,bách nghiệt phách
檜,cối,cối
檝,tiếp,tiếp
檞,giải,giải
檟,giả,giả
檠,kình,kình kính kềnh
檢,ghém,ghém kiểm
檣,tường,tường
檩,bấm,bấm
檪,dược,dược lao lịch
檬,môm,môm mông muỗm muồng
檮,đào,đào
檯,di,di thai đài
檳,tân,tân biêng
檴,hoa,hoa họach hoạch
檸,ninh,ninh nịnh
檺,cào,cào
檻,hạm,hạm
檾,khỏanh,khỏanh
檿,yểm,yểm
櫂,trạc,trạc trạo
櫃,cũi,cũi cử qũy
櫈,đắng,đắng
櫊,gác,gác
櫌,ưu,ưu
櫑,lũy,lũy lôi lỗi
櫓,lỗ,lỗ
櫗,mít,mít
櫚,lư,lư lữ
櫛,trất,trất
櫜,cao,cao
櫝,độc,độc
櫞,duyên,duyên
櫟,lác,lác dược lao lịch
櫥,trù,trù
櫧,chư,chư
櫨,lô,lô
櫪,lịch,lịch
櫬,quán,quán sấn thấn
櫱,nghiệt,nghiệt
櫳,trồng,trồng long lung
櫺,linh,linh
櫻,anh,anh
櫽,ẩn,ẩn ổn
櫾,dâu,dâu
欃,sàm,sàm
欄,giàn,giàn lan lán lang lơn lườn ràn
欅,cử,cử
權,quyền,quyền
欏,la,la
欐,lệ,lệ
欑,tòan,tòan tỏan
欒,loan,loan
欓,đáng,đáng
欖,lãm,lãm
欗,lườn,lườn
欛,bá,bá
欝,uất,uất
欞,linh,linh ranh
欟,quán,quán
欠,khiếm,khiếm
次,thứ,thứ tư
欢,hoan,hoan
欣,hân,hân
欤,dư,dư ru
欧,âu,âu ẩu
欨,hu,hu
欬,khái,khái ái cay
欲,dục,dục
欵,khỏan,khỏan khoản
欶,thốc,thốc
欷,hi,hi hy
欸,ai,ai ái ải hãy
欹,khi,khi y
欺,khi,khi
欻,huất,huất hốt
欼,xuýt,xuýt
欽,khâm,khâm khấm
款,khỏan,khỏan khoản
欿,khảm,khảm
歃,sáp,sáp
歆,ham,ham hám hăm hằm hâm hẩm hom hôm hổm hum
歇,hết,hết hiết tiết yết
歉,khiểm,khiểm
歊,hiêu,hiêu
歌,ca,ca
歎,thán,thán
歐,âu,âu ẩu
歓,hoan,hoan
歔,hư,hư
歕,bỏm,bỏm
歗,khiếu,khiếu
歙,hấp,hấp thiệp
歛,liễm,liễm
歟,ru,ru dư
歠,xuyết,xuyết xuýt
歡,hoan,hoan
止,chỉ,chỉ chi
正,chính,chính chinh chánh
此,thử,thử
步,bộ,bộ
武,vũ,vũ võ
歧,kì,kì kỳ
歩,bộ,bộ
歪,quay,quay oa oai
歯,xỉ,xỉ
歱,chủng,chủng
歲,tuế,tuế
歳,tuế,tuế
歴,lịch,lịch
歷,lịch,lịch
歸,quy,quy qúy
歹,ngạt,ngạt đãi
歺,ngạt,ngạt
死,tợ,tợ tử
歼,tiêm,tiêm
歾,một,một vẫn
歿,một,một
殀,yểu,yểu
殁,một,một
殂,tồ,tồ
殃,ương,ương
殄,điển,điển điễn
殆,đãi,đãi
殇,thương,thương
殉,tuẫn,tuẫn tuận
殊,thùa,thùa thù
残,tàn,tàn
殍,biểu,biểu biễu
殒,vẫn,vẫn
殓,liệm,liệm
殕,phẫu,phẫu phủ
殖,sự,sự thực
殗,yêm,yêm yếp yểm
殘,tàn,tàn thàn
殚,đàn,đàn
殛,cức,cức
殞,vẫn,vẫn
殡,tấn,tấn
殢,thế,thế đế
殣,cận,cận
殤,thương,thương
殨,hội,hội
殪,ế,ế
殫,đàn,đàn đạn
殭,cương,cương thương
殮,liệm,liệm liễm
殯,tấn,tấn thấn tẫn
殰,độc,độc
殱,tiêm,tiêm
殲,tiêm,tiêm
殳,thù,thù
殴,ấu,ấu ẩu
段,đọan,đọan đòan đóan đoạn
殷,ân,ân an yên ẩn
殺,sát,sát sái tát ái
殻,xác,xác
殼,xác,xác
殽,hiệu,hiệu hào hạo
殿,điện,điện điến đán
毀,hủy,hủy huỷ
毁,huỷ,huỷ
毂,cốc,cốc
毅,nghị,nghị
毆,khu,khu ấu ẩu
毈,đọan,đọan
毉,y,y
毋,vô,vô mưu
毌,quán,quán
母,mẫu,mẫu mô
毎,mỗi,mỗi
每,hỏi,hỏi mỏi mọi mỗi mủ mủi mũi mai môi
毒,độc,độc đại đốc
毓,dục,dục
比,tỉ,tỉ bì bí bỉ tỵ tỷ
毕,tất,tất
毖,bí,bí
毗,bì,bì tì tỳ
毘,bì,bì tì tỳ
毙,tễ,tễ
毚,sàm,sàm
毛,mao,mao mô
毡,chiên,chiên chen
毧,nhung,nhung
毫,hào,hào
毬,cầu,cầu
毯,xồm,xồm thảm
毳,thúy,thúy thuế
毵,tam,tam
毷,máo,máo mạo
毿,tam,tam
氂,li,li ly mao
氄,nhũng,nhũng
氅,sưởng,sưởng xưởng
氈,chen,chen chiên
氉,táo,táo
氊,chiên,chiên chen
氍,cù,cù
氏,thị,thị chi
氐,chi,chi đê để
民,dân,dân miên
氓,manh,manh
气,khí,khí khất
気,khí,khí
氛,phân,phân
氜,dương,dương
氟,phất,phất
氣,khí,khí khất
氤,nhân,nhân
氦,hợi,hợi
氧,dưỡng,dưỡng
氨,an,an
氩,á,á
氬,á,á
氮,đạm,đạm
氯,lục,lục
氲,uân,uân
氳,uân,uân
水,thủy,thủy nước thuỷ
氵,thủy,thủy thuỷ
氷,băng,băng
永,vắng,vắng vĩnh vịnh
氺,thủy,thủy
氼,niệu,niệu
氾,phiếm,phiếm
氿,cửu,cửu qũy
汀,đênh,đênh đinh
汁,chấp,chấp hiệp trấp
求,cầu,cầu
汇,hối,hối
汉,hán,hán
汊,xòa,xòa sá xá xoà
汋,chước,chước thược
汍,hòan,hòan
汎,phiếm,phiếm phùng phạp
汐,tách,tách tịch
汓,tở,tở
汕,sán,sán sớn sươn san
汗,hàn,hàn hãn hạn
汙,hu,hu oa ô ố
汚,ô,ô ố
汛,vàm,vàm tấn
汜,dẫy,dẫy dĩ tỉ tỷ
汝,nhớ,nhớ nhữ
汞,cống,cống hống
江,giang,giang
池,trì,trì
污,ô,ô
汤,thang,thang
汧,khiên,khiên
汨,nhặt,nhặt cốt duật mịch
汩,nhặt,nhặt
汪,uông,uông
汫,giếng,giếng
汭,nhuế,nhuế
汰,sưởi,sưởi thải thãi thảy thẩy thái
汲,bập,bập cấp ngập
汳,biện,biện
汴,biện,biện
汵,ngấm,ngấm
汶,mân,mân môn vấn
汹,hung,hung
決,quyết,quyết huyết khuyết
汽,hất,hất khí ất
汾,phần,phần
汿,dơ,dơ
沁,tắm,tắm sấm thấm
沂,nghi,nghi ngân
沃,óc,óc ốc
沄,vân,vân
沅,nguyên,nguyên
沆,hàng,hàng hãng
沇,duyễn,duyễn duyện
沈,đắm,đắm thẩm trấm trầm
沉,tròm,tròm thẩm trấm trầm
沌,xộn,xộn độn
沍,hồ,hồ hỗ hộ
沐,múc,múc mộc
沒,mốt,mốt một
沓,đạp,đạp
沔,miền,miền miễn miện
沕,vắt,vắt mật vật
沖,trong,trong trùng xung
沙,nhểu,nhểu sa sà xa xòa sá xoà
